canonical_key,is,theme,topic_id,order_id,group_id,category,relic_id,name,official_rarity,official_value,effect,description,unlock,icon_id,icon_url,local_icon,is_special,enroll_id,game_rarity,game_value,game_effect,enabled,notes,params_json,mechanics_json,raw_json
飞锦战旌,IS6,岁的界园志异,rogue_5,121,3,,rogue_5_relic_farmer_6,飞锦战旌,RARE,,化境地块里的干员释放技能时，给其他所有化境地块里的干员回复1点技力,传说，曾为结束百氏之乱的那位真龙所用，战旗一挥，百将跟随......强大的从来不是旗帜，而是众人遏战乱、平天下之心。,,rogue_5_relic_farmer_6,https://torappu.prts.wiki/assets/roguelike_topic_itempic/rogue_5_relic_farmer_6.png,../../Assets/_Game/Resources/RogueRelics/Icons/rogue_5/rogue_5_relic_farmer_6.png,否,,,,,是,,"{""id"":""rogue_5_relic_farmer_6"",""checkCharBoxTypes"":{},""checkCharBoxParams"":{}}","{""id"":""rogue_5_relic_farmer_6"",""buffs"":[{""key"":""global_buff_normal"",""blackboard"":[{""key"":""key"",""value"":0.0,""valueStr"":""rogue_5_relic_farmer_6[modify_sp]""},{""key"":""sp"",""value"":1.0,""valueStr"":null},{""key"":""selector.profession"",""value"":0.0,""valueStr"":""warrior|sniper|tank|medic|support|caster|special|pioneer""}]}]}","{""id"":""rogue_5_relic_farmer_6"",""name"":""飞锦战旌"",""description"":""传说，曾为结束百氏之乱的那位真龙所用，战旗一挥，百将跟随......强大的从来不是旗帜，而是众人遏战乱、平天下之心。"",""usage"":""化境地块里的干员释放技能时，给其他所有化境地块里的干员回复1点技力"",""obtainApproach"":""在集成战略模式中获得"",""iconId"":""rogue_5_relic_farmer_6"",""itemIconGroupId"":null,""type"":""RELIC"",""subType"":""NONE"",""rarity"":""RARE"",""sortId"":999,""canSacrifice"":true,""tinyIconColor"":null,""unlockCondDesc"":null,""shortUsage"":null}"
枣面,IS6,岁的界园志异,rogue_5,122,3,,rogue_5_relic_blockg_1,枣面,RARE,,所有干员受到来自自身阻挡单位的伤害降低50％，对被自身阻挡的敌人造成的伤害提高50%,一位古代大炎英雄的脸谱。有记载称其忠心不二，为保结义金兰，千里一骑力克千军。,,rogue_5_relic_blockg_1,https://torappu.prts.wiki/assets/roguelike_topic_itempic/rogue_5_relic_blockg_1.png,../../Assets/_Game/Resources/RogueRelics/Icons/rogue_5/rogue_5_relic_blockg_1.png,否,,,,,是,,"{""id"":""rogue_5_relic_blockg_1"",""checkCharBoxTypes"":{},""checkCharBoxParams"":{}}","{""id"":""rogue_5_relic_blockg_1"",""buffs"":[{""key"":""global_buff_normal"",""blackboard"":[{""key"":""key"",""value"":0.0,""valueStr"":""damage_resistance_magic_physical[when_block]""},{""key"":""damage_resistance"",""value"":0.5,""valueStr"":null},{""key"":""selector.profession"",""value"":0.0,""valueStr"":""warrior|sniper|tank|medic|support|caster|special|pioneer""}]},{""key"":""global_buff_normal"",""blackboard"":[{""key"":""key"",""value"":0.0,""valueStr"":""damage_scale_magic_physical[when_block]""},{""key"":""damage_scale"",""value"":1.5,""valueStr"":null},{""key"":""selector.profession"",""value"":0.0,""valueStr"":""warrior|sniper|tank|medic|support|caster|special|pioneer""}]}]}","{""id"":""rogue_5_relic_blockg_1"",""name"":""枣面"",""description"":""一位古代大炎英雄的脸谱。有记载称其忠心不二，为保结义金兰，千里一骑力克千军。"",""usage"":""所有干员受到来自自身阻挡单位的伤害降低50％，对被自身阻挡的敌人造成的伤害提高50%"",""obtainApproach"":""在集成战略模式中获得"",""iconId"":""rogue_5_relic_blockg_1"",""itemIconGroupId"":null,""type"":""RELIC"",""subType"":""NONE"",""rarity"":""RARE"",""sortId"":999,""canSacrifice"":true,""tinyIconColor"":null,""unlockCondDesc"":null,""shortUsage"":null}"
老者面,IS6,岁的界园志异,rogue_5,123,3,,rogue_5_relic_blockg_2,老者面,SUPER_RARE,,所有干员每秒对自身阻挡的敌人造成攻击力150%的法术伤害并减低目标15%的命中率,一位上古大炎英雄的脸谱。天师一词的源流，传说其博学多闻，为炎氏谋千载太平后消失无踪。,,rogue_5_relic_blockg_2,https://torappu.prts.wiki/assets/roguelike_topic_itempic/rogue_5_relic_blockg_2.png,../../Assets/_Game/Resources/RogueRelics/Icons/rogue_5/rogue_5_relic_blockg_2.png,是,,,,,是,,"{""id"":""rogue_5_relic_blockg_2"",""checkCharBoxTypes"":{},""checkCharBoxParams"":{}}","{""id"":""rogue_5_relic_blockg_2"",""buffs"":[{""key"":""char_ability_new"",""blackboard"":[{""key"":""key"",""value"":0.0,""valueStr"":""PeriodicDamageViaAtkToBlockees[Magic]""},{""key"":""atk_scale"",""value"":1.5,""valueStr"":null},{""key"":""selector.profession"",""value"":0.0,""valueStr"":""warrior|sniper|tank|medic|support|caster|special|pioneer""}]},{""key"":""char_ability_new"",""blackboard"":[{""key"":""key"",""value"":0.0,""valueStr"":""attribute_down_to_blockees""},{""key"":""damage_hitrate_magical"",""value"":-0.15,""valueStr"":null},{""key"":""damage_hitrate_physical"",""value"":-0.15,""valueStr"":null},{""key"":""selector.profession"",""value"":0.0,""valueStr"":""warrior|sniper|tank|medic|support|caster|special|pioneer""}]}]}","{""id"":""rogue_5_relic_blockg_2"",""name"":""老者面"",""description"":""一位上古大炎英雄的脸谱。天师一词的源流，传说其博学多闻，为炎氏谋千载太平后消失无踪。"",""usage"":""所有干员每秒对自身阻挡的敌人造成攻击力150%的法术伤害并减低目标15%的命中率"",""obtainApproach"":""在集成战略模式中获得"",""iconId"":""rogue_5_relic_blockg_2"",""itemIconGroupId"":null,""type"":""RELIC"",""subType"":""NONE"",""rarity"":""SUPER_RARE"",""sortId"":999,""canSacrifice"":true,""tinyIconColor"":null,""unlockCondDesc"":null,""shortUsage"":null}"
炭面,IS6,岁的界园志异,rogue_5,124,3,,rogue_5_relic_blockg_3,炭面,NORMAL,,敌人首次被阻挡时，恐惧5秒,一位古代大炎英雄的脸谱。有记载称其胆大心细，喝声可断江河。,？？？,rogue_5_relic_blockg_3,https://torappu.prts.wiki/assets/roguelike_topic_itempic/rogue_5_relic_blockg_3.png,../../Assets/_Game/Resources/RogueRelics/Icons/rogue_5/rogue_5_relic_blockg_3.png,否,,,,,是,,"{""id"":""rogue_5_relic_blockg_3"",""checkCharBoxTypes"":{},""checkCharBoxParams"":{}}","{""id"":""rogue_5_relic_blockg_3"",""buffs"":[{""key"":""global_buff_normal"",""blackboard"":[{""key"":""key"",""value"":0.0,""valueStr"":""rogue_5_enemy_fear_blocked_first""},{""key"":""fear"",""value"":5.0,""valueStr"":null},{""key"":""selector.profession"",""value"":0.0,""valueStr"":""warrior|sniper|tank|medic|support|caster|special|pioneer""}]}]}","{""id"":""rogue_5_relic_blockg_3"",""name"":""炭面"",""description"":""一位古代大炎英雄的脸谱。有记载称其胆大心细，喝声可断江河。"",""usage"":""敌人首次被阻挡时，恐惧5秒"",""obtainApproach"":""在集成战略模式中获得"",""iconId"":""rogue_5_relic_blockg_3"",""itemIconGroupId"":null,""type"":""RELIC"",""subType"":""NONE"",""rarity"":""NORMAL"",""sortId"":999,""canSacrifice"":true,""tinyIconColor"":null,""unlockCondDesc"":""？？？"",""shortUsage"":null}"
月女面,IS6,岁的界园志异,rogue_5,125,3,,rogue_5_relic_blockg_4,月女面,SUPER_RARE,,干员每阻挡一名敌人，获得10%物理与法术闪避，最多叠加5层,一位传说中的大炎人物的脸谱。其为寻夫泪洒成河飞身逐月的故事流传至今。,,rogue_5_relic_blockg_4,https://torappu.prts.wiki/assets/roguelike_topic_itempic/rogue_5_relic_blockg_4.png,../../Assets/_Game/Resources/RogueRelics/Icons/rogue_5/rogue_5_relic_blockg_4.png,是,,,,,是,,"{""id"":""rogue_5_relic_blockg_4"",""checkCharBoxTypes"":{},""checkCharBoxParams"":{}}","{""id"":""rogue_5_relic_blockg_4"",""buffs"":[{""key"":""char_ability_new_at_root"",""blackboard"":[{""key"":""key"",""value"":0.0,""valueStr"":""get_evade_when_blocked[stack]""},{""key"":""prob_add"",""value"":0.1,""valueStr"":null},{""key"":""prob_max"",""value"":0.5,""valueStr"":null},{""key"":""selector.profession"",""value"":0.0,""valueStr"":""warrior|sniper|tank|medic|support|caster|special|pioneer""}]}]}","{""id"":""rogue_5_relic_blockg_4"",""name"":""月女面"",""description"":""一位传说中的大炎人物的脸谱。其为寻夫泪洒成河飞身逐月的故事流传至今。"",""usage"":""干员每阻挡一名敌人，获得10%物理与法术闪避，最多叠加5层"",""obtainApproach"":""在集成战略模式中获得"",""iconId"":""rogue_5_relic_blockg_4"",""itemIconGroupId"":null,""type"":""RELIC"",""subType"":""NONE"",""rarity"":""SUPER_RARE"",""sortId"":999,""canSacrifice"":true,""tinyIconColor"":null,""unlockCondDesc"":null,""shortUsage"":null}"
钝爪-掠食,IS6,岁的界园志异,rogue_5,127,4,,rogue_5_relic_legacy_48,钝爪-掠食,RARE,,场上每有一名先锋干员，每3秒获得1点部署费用（最多叠加8层）,兽群饥肠辘辘，等待饱餐一顿。,,rogue_5_relic_legacy_48,https://torappu.prts.wiki/assets/roguelike_topic_itempic/rogue_5_relic_legacy_48.png,../../Assets/_Game/Resources/RogueRelics/Icons/rogue_5/rogue_5_relic_legacy_48.png,否,,,,,是,,"{""id"":""rogue_5_relic_legacy_48"",""checkCharBoxTypes"":{},""checkCharBoxParams"":{}}","{""id"":""rogue_5_relic_legacy_48"",""buffs"":[{""key"":""global_buff_normal"",""blackboard"":[{""key"":""key"",""value"":0.0,""valueStr"":""rogue_3_relic_book_3""},{""key"":""selector.profession"",""value"":0.0,""valueStr"":""pioneer""},{""key"":""value"",""value"":8.0,""valueStr"":null},{""key"":""rogue_3_relic_book_3[cost].cost"",""value"":1.0,""valueStr"":null}]}]}","{""id"":""rogue_5_relic_legacy_48"",""name"":""钝爪-掠食"",""description"":""兽群饥肠辘辘，等待饱餐一顿。"",""usage"":""场上每有一名先锋干员，每3秒获得1点部署费用（最多叠加8层）"",""obtainApproach"":""在集成战略模式中获得"",""iconId"":""rogue_5_relic_legacy_48"",""itemIconGroupId"":null,""type"":""RELIC"",""subType"":""NONE"",""rarity"":""RARE"",""sortId"":999,""canSacrifice"":true,""tinyIconColor"":null,""unlockCondDesc"":null,""shortUsage"":null}"
锈刃-久居,IS6,岁的界园志异,rogue_5,128,4,,rogue_5_relic_legacy_49,锈刃-久居,RARE,,场上每有一名特种干员，所有敌方单位的移动速度-5%（最多叠加8层）,主人不想见客，客人便到不了门前。,,rogue_5_relic_legacy_49,https://torappu.prts.wiki/assets/roguelike_topic_itempic/rogue_5_relic_legacy_49.png,../../Assets/_Game/Resources/RogueRelics/Icons/rogue_5/rogue_5_relic_legacy_49.png,否,,,,,是,,"{""id"":""rogue_5_relic_legacy_49"",""checkCharBoxTypes"":{},""checkCharBoxParams"":{}}","{""id"":""rogue_5_relic_legacy_49"",""buffs"":[{""key"":""char_ability_new"",""blackboard"":[{""key"":""key"",""value"":0.0,""valueStr"":""rogue_3_relic_book_10""},{""key"":""selector.profession"",""value"":0.0,""valueStr"":""special""},{""key"":""max_valid_stack_cnt"",""value"":8.0,""valueStr"":null},{""key"":""move_speed"",""value"":-0.05,""valueStr"":null}]}]}","{""id"":""rogue_5_relic_legacy_49"",""name"":""锈刃-久居"",""description"":""主人不想见客，客人便到不了门前。"",""usage"":""场上每有一名特种干员，所有敌方单位的移动速度-5%（最多叠加8层）"",""obtainApproach"":""在集成战略模式中获得"",""iconId"":""rogue_5_relic_legacy_49"",""itemIconGroupId"":null,""type"":""RELIC"",""subType"":""NONE"",""rarity"":""RARE"",""sortId"":999,""canSacrifice"":true,""tinyIconColor"":null,""unlockCondDesc"":null,""shortUsage"":null}"
折戟-裂岩,IS6,岁的界园志异,rogue_5,129,4,,rogue_5_relic_legacy_50,折戟-裂岩,RARE,,场上每有一名近卫干员，所有我方单位的攻击力+8%（最多叠加8层）,拥有力量的人总能互相成就。,,rogue_5_relic_legacy_50,https://torappu.prts.wiki/assets/roguelike_topic_itempic/rogue_5_relic_legacy_50.png,../../Assets/_Game/Resources/RogueRelics/Icons/rogue_5/rogue_5_relic_legacy_50.png,否,,,,,是,,"{""id"":""rogue_5_relic_legacy_50"",""checkCharBoxTypes"":{},""checkCharBoxParams"":{}}","{""id"":""rogue_5_relic_legacy_50"",""buffs"":[{""key"":""char_ability_new"",""blackboard"":[{""key"":""key"",""value"":0.0,""valueStr"":""rogue_3_relic_book_4""},{""key"":""selector.profession"",""value"":0.0,""valueStr"":""warrior""},{""key"":""max_valid_stack_cnt"",""value"":8.0,""valueStr"":null},{""key"":""atk"",""value"":0.08,""valueStr"":null}]}]}","{""id"":""rogue_5_relic_legacy_50"",""name"":""折戟-裂岩"",""description"":""拥有力量的人总能互相成就。"",""usage"":""场上每有一名近卫干员，所有我方单位的攻击力+8%（最多叠加8层）"",""obtainApproach"":""在集成战略模式中获得"",""iconId"":""rogue_5_relic_legacy_50"",""itemIconGroupId"":null,""type"":""RELIC"",""subType"":""NONE"",""rarity"":""RARE"",""sortId"":999,""canSacrifice"":true,""tinyIconColor"":null,""unlockCondDesc"":null,""shortUsage"":null}"
残弩-连珠,IS6,岁的界园志异,rogue_5,130,4,,rogue_5_relic_legacy_51,残弩-连珠,NORMAL,,场上每有一名狙击干员，所有我方单位的攻击速度+12（最多叠加8次）,听到第一支箭的声响，被最后一支箭穿过胸膛。,,rogue_5_relic_legacy_51,https://torappu.prts.wiki/assets/roguelike_topic_itempic/rogue_5_relic_legacy_51.png,../../Assets/_Game/Resources/RogueRelics/Icons/rogue_5/rogue_5_relic_legacy_51.png,否,,,,,是,,"{""id"":""rogue_5_relic_legacy_51"",""checkCharBoxTypes"":{},""checkCharBoxParams"":{}}","{""id"":""rogue_5_relic_legacy_51"",""buffs"":[{""key"":""char_ability_new"",""blackboard"":[{""key"":""key"",""value"":0.0,""valueStr"":""rogue_3_relic_book_6""},{""key"":""selector.profession"",""value"":0.0,""valueStr"":""sniper""},{""key"":""max_valid_stack_cnt"",""value"":8.0,""valueStr"":null},{""key"":""attack_speed"",""value"":12.0,""valueStr"":null}]}]}","{""id"":""rogue_5_relic_legacy_51"",""name"":""残弩-连珠"",""description"":""听到第一支箭的声响，被最后一支箭穿过胸膛。"",""usage"":""场上每有一名狙击干员，所有我方单位的攻击速度+12（最多叠加8次）"",""obtainApproach"":""在集成战略模式中获得"",""iconId"":""rogue_5_relic_legacy_51"",""itemIconGroupId"":null,""type"":""RELIC"",""subType"":""NONE"",""rarity"":""NORMAL"",""sortId"":999,""canSacrifice"":true,""tinyIconColor"":null,""unlockCondDesc"":null,""shortUsage"":null}"
铁卫-垒沙,IS6,岁的界园志异,rogue_5,131,4,,rogue_5_relic_legacy_52,铁卫-垒沙,NORMAL,,场上每有一名重装干员，所有我方单位受到的物理伤害-10%（最多叠加8次）,聚沙成塔，而后俯瞰群敌。,,rogue_5_relic_legacy_52,https://torappu.prts.wiki/assets/roguelike_topic_itempic/rogue_5_relic_legacy_52.png,../../Assets/_Game/Resources/RogueRelics/Icons/rogue_5/rogue_5_relic_legacy_52.png,否,,,,,是,,"{""id"":""rogue_5_relic_legacy_52"",""checkCharBoxTypes"":{},""checkCharBoxParams"":{}}","{""id"":""rogue_5_relic_legacy_52"",""buffs"":[{""key"":""global_buff_normal"",""blackboard"":[{""key"":""key"",""value"":0.0,""valueStr"":""rogue_3_relic_book_5""},{""key"":""damage_resistance_factor"",""value"":0.1,""valueStr"":null},{""key"":""max_value"",""value"":0.8,""valueStr"":null}]}]}","{""id"":""rogue_5_relic_legacy_52"",""name"":""铁卫-垒沙"",""description"":""聚沙成塔，而后俯瞰群敌。"",""usage"":""场上每有一名重装干员，所有我方单位受到的物理伤害-10%（最多叠加8次）"",""obtainApproach"":""在集成战略模式中获得"",""iconId"":""rogue_5_relic_legacy_52"",""itemIconGroupId"":null,""type"":""RELIC"",""subType"":""NONE"",""rarity"":""NORMAL"",""sortId"":999,""canSacrifice"":true,""tinyIconColor"":null,""unlockCondDesc"":null,""shortUsage"":null}"
支柱-联手,IS6,岁的界园志异,rogue_5,132,4,,rogue_5_relic_legacy_53,支柱-联手,NORMAL,,场上每有一名辅助干员，所有自然回复技能的技力恢复+0.2/秒（最多叠加8次）,手拉手，肩并肩，做好准备，直视前方。,,rogue_5_relic_legacy_53,https://torappu.prts.wiki/assets/roguelike_topic_itempic/rogue_5_relic_legacy_53.png,../../Assets/_Game/Resources/RogueRelics/Icons/rogue_5/rogue_5_relic_legacy_53.png,否,,,,,是,,"{""id"":""rogue_5_relic_legacy_53"",""checkCharBoxTypes"":{},""checkCharBoxParams"":{}}","{""id"":""rogue_5_relic_legacy_53"",""buffs"":[{""key"":""char_ability_new"",""blackboard"":[{""key"":""key"",""value"":0.0,""valueStr"":""rogue_3_relic_book_8""},{""key"":""selector.profession"",""value"":0.0,""valueStr"":""support""},{""key"":""max_valid_stack_cnt"",""value"":8.0,""valueStr"":null},{""key"":""sp_recovery_per_sec"",""value"":0.2,""valueStr"":null}]}]}","{""id"":""rogue_5_relic_legacy_53"",""name"":""支柱-联手"",""description"":""手拉手，肩并肩，做好准备，直视前方。"",""usage"":""场上每有一名辅助干员，所有自然回复技能的技力恢复+0.2/秒（最多叠加8次）"",""obtainApproach"":""在集成战略模式中获得"",""iconId"":""rogue_5_relic_legacy_53"",""itemIconGroupId"":null,""type"":""RELIC"",""subType"":""NONE"",""rarity"":""NORMAL"",""sortId"":999,""canSacrifice"":true,""tinyIconColor"":null,""unlockCondDesc"":null,""shortUsage"":null}"
钝爪-熟稔,IS6,岁的界园志异,rogue_5,133,4,,rogue_5_relic_legacy_54,钝爪-熟稔,RARE,,所有【先锋】干员的技力消耗-35%,作为大部分时候最先进入战场的干员，你无法想象他们经历了多少。,,rogue_5_relic_legacy_54,https://torappu.prts.wiki/assets/roguelike_topic_itempic/rogue_5_relic_legacy_54.png,../../Assets/_Game/Resources/RogueRelics/Icons/rogue_5/rogue_5_relic_legacy_54.png,否,,,,,是,,"{""id"":""rogue_5_relic_legacy_54"",""checkCharBoxTypes"":[""PROFESSION""],""checkCharBoxParams"":[{""valueProfessionMask"":""PIONEER"",""valueStrs"":null,""valueInt"":0}]}","{""id"":""rogue_5_relic_legacy_54"",""buffs"":[{""key"":""char_skill_cost_mul"",""blackboard"":[{""key"":""selector.profession"",""value"":0.0,""valueStr"":""pioneer""},{""key"":""scale"",""value"":0.65,""valueStr"":null}]}]}","{""id"":""rogue_5_relic_legacy_54"",""name"":""钝爪-熟稔"",""description"":""作为大部分时候最先进入战场的干员，你无法想象他们经历了多少。"",""usage"":""所有【先锋】干员的技力消耗-35%"",""obtainApproach"":""在集成战略模式中获得"",""iconId"":""rogue_5_relic_legacy_54"",""itemIconGroupId"":null,""type"":""RELIC"",""subType"":""NONE"",""rarity"":""RARE"",""sortId"":999,""canSacrifice"":true,""tinyIconColor"":null,""unlockCondDesc"":null,""shortUsage"":null}"
钝爪-爆发,IS6,岁的界园志异,rogue_5,134,4,,rogue_5_relic_legacy_55,钝爪-爆发,NORMAL,,所有【先锋】干员的初始技力+10，攻击力+10%,他已经把所有后续部队的事情都干完了，还要别人做什么？,,rogue_5_relic_legacy_55,https://torappu.prts.wiki/assets/roguelike_topic_itempic/rogue_5_relic_legacy_55.png,../../Assets/_Game/Resources/RogueRelics/Icons/rogue_5/rogue_5_relic_legacy_55.png,否,,,,,是,,"{""id"":""rogue_5_relic_legacy_55"",""checkCharBoxTypes"":[""PROFESSION""],""checkCharBoxParams"":[{""valueProfessionMask"":""PIONEER"",""valueStrs"":null,""valueInt"":0}]}","{""id"":""rogue_5_relic_legacy_55"",""buffs"":[{""key"":""global_buff_stack"",""blackboard"":[{""key"":""key"",""value"":0.0,""valueStr"":""modify_sp[pioneer]""},{""key"":""selector.profession"",""value"":0.0,""valueStr"":""pioneer""},{""key"":""sp"",""value"":10.0,""valueStr"":null}]},{""key"":""char_attribute_mul"",""blackboard"":[{""key"":""selector.profession"",""value"":0.0,""valueStr"":""pioneer""},{""key"":""atk"",""value"":0.1,""valueStr"":null}]}]}","{""id"":""rogue_5_relic_legacy_55"",""name"":""钝爪-爆发"",""description"":""他已经把所有后续部队的事情都干完了，还要别人做什么？"",""usage"":""所有【先锋】干员的初始技力+10，攻击力+10%"",""obtainApproach"":""在集成战略模式中获得"",""iconId"":""rogue_5_relic_legacy_55"",""itemIconGroupId"":null,""type"":""RELIC"",""subType"":""NONE"",""rarity"":""NORMAL"",""sortId"":999,""canSacrifice"":true,""tinyIconColor"":null,""unlockCondDesc"":null,""shortUsage"":null}"
折戟-破釜沉舟,IS6,岁的界园志异,rogue_5,137,4,,rogue_5_relic_legacy_58,折戟-破釜沉舟,SUPER_RARE,,所有【近卫】干员的防御力-40%，但攻击力+40%，攻击速度+30,不太建议向煌学习那些技巧。,,rogue_5_relic_legacy_58,https://torappu.prts.wiki/assets/roguelike_topic_itempic/rogue_5_relic_legacy_58.png,../../Assets/_Game/Resources/RogueRelics/Icons/rogue_5/rogue_5_relic_legacy_58.png,是,,,,,是,,"{""id"":""rogue_5_relic_legacy_58"",""checkCharBoxTypes"":[""PROFESSION""],""checkCharBoxParams"":[{""valueProfessionMask"":""WARRIOR"",""valueStrs"":null,""valueInt"":0}]}","{""id"":""rogue_5_relic_legacy_58"",""buffs"":[{""key"":""char_attribute_mul"",""blackboard"":[{""key"":""selector.profession"",""value"":0.0,""valueStr"":""warrior""},{""key"":""atk"",""value"":0.4,""valueStr"":null},{""key"":""def"",""value"":-0.4,""valueStr"":null}]},{""key"":""char_attribute_add"",""blackboard"":[{""key"":""selector.profession"",""value"":0.0,""valueStr"":""warrior""},{""key"":""attack_speed"",""value"":30.0,""valueStr"":null}]}]}","{""id"":""rogue_5_relic_legacy_58"",""name"":""折戟-破釜沉舟"",""description"":""不太建议向煌学习那些技巧。"",""usage"":""所有【近卫】干员的防御力-40%，但攻击力+40%，攻击速度+30"",""obtainApproach"":""在集成战略模式中获得"",""iconId"":""rogue_5_relic_legacy_58"",""itemIconGroupId"":null,""type"":""RELIC"",""subType"":""NONE"",""rarity"":""SUPER_RARE"",""sortId"":999,""canSacrifice"":true,""tinyIconColor"":null,""unlockCondDesc"":null,""shortUsage"":null}"
残弩-百步穿杨,IS6,岁的界园志异,rogue_5,140,4,,rogue_5_relic_legacy_61,残弩-百步穿杨,NORMAL,,所有【狙击】干员的攻击力+20%,在源石技艺尚不如今天发达的时代，炎国曾以“百步穿杨”的典故来称赞他人箭术高超。,,rogue_5_relic_legacy_61,https://torappu.prts.wiki/assets/roguelike_topic_itempic/rogue_5_relic_legacy_61.png,../../Assets/_Game/Resources/RogueRelics/Icons/rogue_5/rogue_5_relic_legacy_61.png,否,,,,,是,,"{""id"":""rogue_5_relic_legacy_61"",""checkCharBoxTypes"":[""PROFESSION""],""checkCharBoxParams"":[{""valueProfessionMask"":""SNIPER"",""valueStrs"":null,""valueInt"":0}]}","{""id"":""rogue_5_relic_legacy_61"",""buffs"":[{""key"":""char_attribute_mul"",""blackboard"":[{""key"":""selector.profession"",""value"":0.0,""valueStr"":""sniper""},{""key"":""atk"",""value"":0.2,""valueStr"":null}]}]}","{""id"":""rogue_5_relic_legacy_61"",""name"":""残弩-百步穿杨"",""description"":""在源石技艺尚不如今天发达的时代，炎国曾以“百步穿杨”的典故来称赞他人箭术高超。"",""usage"":""所有【狙击】干员的攻击力+20%"",""obtainApproach"":""在集成战略模式中获得"",""iconId"":""rogue_5_relic_legacy_61"",""itemIconGroupId"":null,""type"":""RELIC"",""subType"":""NONE"",""rarity"":""NORMAL"",""sortId"":999,""canSacrifice"":true,""tinyIconColor"":null,""unlockCondDesc"":null,""shortUsage"":null}"
断杖-织法者,IS6,岁的界园志异,rogue_5,142,4,,rogue_5_relic_legacy_63,断杖-织法者,NORMAL,,所有【术师】干员的攻击力+25%，攻击速度+25,在莱塔尼亚仰望高塔的时候经常会看见一些奇怪的现象......甚至是天象。,,rogue_5_relic_legacy_63,https://torappu.prts.wiki/assets/roguelike_topic_itempic/rogue_5_relic_legacy_63.png,../../Assets/_Game/Resources/RogueRelics/Icons/rogue_5/rogue_5_relic_legacy_63.png,否,,,,,是,,"{""id"":""rogue_5_relic_legacy_63"",""checkCharBoxTypes"":[""PROFESSION""],""checkCharBoxParams"":[{""valueProfessionMask"":""CASTER"",""valueStrs"":null,""valueInt"":0}]}","{""id"":""rogue_5_relic_legacy_63"",""buffs"":[{""key"":""char_attribute_mul"",""blackboard"":[{""key"":""selector.profession"",""value"":0.0,""valueStr"":""caster""},{""key"":""atk"",""value"":0.25,""valueStr"":null}]},{""key"":""char_attribute_add"",""blackboard"":[{""key"":""selector.profession"",""value"":0.0,""valueStr"":""caster""},{""key"":""attack_speed"",""value"":25.0,""valueStr"":null}]}]}","{""id"":""rogue_5_relic_legacy_63"",""name"":""断杖-织法者"",""description"":""在莱塔尼亚仰望高塔的时候经常会看见一些奇怪的现象......甚至是天象。"",""usage"":""所有【术师】干员的攻击力+25%，攻击速度+25"",""obtainApproach"":""在集成战略模式中获得"",""iconId"":""rogue_5_relic_legacy_63"",""itemIconGroupId"":null,""type"":""RELIC"",""subType"":""NONE"",""rarity"":""NORMAL"",""sortId"":999,""canSacrifice"":true,""tinyIconColor"":null,""unlockCondDesc"":null,""shortUsage"":null}"
断杖-凝神,IS6,岁的界园志异,rogue_5,143,4,,rogue_5_relic_legacy_64,断杖-凝神,RARE,,所有【术师】干员的技力恢复+0.4/秒,“当一个术师打算全力以赴，哪怕是天火小姐那种坏脾气术师，也会展露出截然不同的气质。”,,rogue_5_relic_legacy_64,https://torappu.prts.wiki/assets/roguelike_topic_itempic/rogue_5_relic_legacy_64.png,../../Assets/_Game/Resources/RogueRelics/Icons/rogue_5/rogue_5_relic_legacy_64.png,否,,,,,是,,"{""id"":""rogue_5_relic_legacy_64"",""checkCharBoxTypes"":[""PROFESSION""],""checkCharBoxParams"":[{""valueProfessionMask"":""CASTER"",""valueStrs"":null,""valueInt"":0}]}","{""id"":""rogue_5_relic_legacy_64"",""buffs"":[{""key"":""global_buff_normal"",""blackboard"":[{""key"":""key"",""value"":0.0,""valueStr"":""modify_sp_recover[caster]""},{""key"":""sp_recovery_per_sec"",""value"":0.4,""valueStr"":null}]}]}","{""id"":""rogue_5_relic_legacy_64"",""name"":""断杖-凝神"",""description"":""“当一个术师打算全力以赴，哪怕是天火小姐那种坏脾气术师，也会展露出截然不同的气质。”"",""usage"":""所有【术师】干员的技力恢复+0.4/秒"",""obtainApproach"":""在集成战略模式中获得"",""iconId"":""rogue_5_relic_legacy_64"",""itemIconGroupId"":null,""type"":""RELIC"",""subType"":""NONE"",""rarity"":""RARE"",""sortId"":999,""canSacrifice"":true,""tinyIconColor"":null,""unlockCondDesc"":null,""shortUsage"":null}"
