name,current_is1_pool,item_kind,classification_reason,official_rarity,game_rarity,game_value,demand_multiplier,grid_size,size_review,is,theme,order_id,is1_order_id,effect,game_effect,description,unlock,apex_rank,apex_selected,enabled,notes,relic_id,local_icon
锈刃-单兵,是,藏品,现有战斗系统可映射：攻击力→输出伤害,RARE,珍贵,9500,1.00x,1x1,是,IS3,水月与深蓝之树,165,149,所有【特种】干员的攻击力+40%，防御力+40%,所有【特种】干员的攻击力+40%，防御力+40%,S.W.E.E.P.的总管没有任何任务参与记录。*没有*。,,,否,是,,rogue_2_relic_fight_78,../../Assets/_Game/Resources/RogueRelics/Icons/rogue_2/rogue_2_relic_fight_78.png
锈刃-无人之境,是,收集品,战斗效果当前未接入，避免新增系统,RARE,稀有,3700,1.60x,1x1,是,IS2,傀影与猩红孤钻,131,150,所有【特种】干员的再部署时间-35%,,部分干员的作战方式很特殊，无论见到他们“好几次”还是“好几个”，都不要大惊小怪。,在多局游戏中累计进入事件【善良的木偶】8次,,否,是,,rogue_1_relic_p39,../../Assets/_Game/Resources/RogueRelics/Icons/rogue_1/rogue_1_relic_p39.png
锈刃-神力,是,收集品,无可直接映射的现有战斗效果,SUPER_RARE,珍贵,6400,1.80x,1x1,是,IS3,水月与深蓝之树,167,151,所有【特种】干员的力度+2,,地形是作战的一环......只能说这么多了。,在多局游戏中累计进入事件【先遣小队】6次,,否,是,,rogue_2_relic_fight_80,../../Assets/_Game/Resources/RogueRelics/Icons/rogue_2/rogue_2_relic_fight_80.png
突击协议-利刃,是,藏品,现有战斗系统可映射：攻击力→输出伤害,NORMAL,普通,2200,1.00x,2x2,否,IS5,萨卡兹的无终奇语,059,152,战斗编队中每有一名先锋和近卫干员，所有先锋和近卫干员的攻击力+8%,战斗编队中每有一名先锋和近卫干员，所有先锋和近卫干员的攻击力+8%,用最锋利的矛攻击最坚硬的盾，最后的结果肯定是盾碎了，相信我。,,,否,是,,rogue_4_relic_legacy_1,../../Assets/_Game/Resources/RogueRelics/Icons/rogue_4/rogue_4_relic_legacy_1.png
突击协议-散兵,是,收集品,携带/编队（当前系统无对应）,NORMAL,普通,1400,1.45x,1x1,是,IS5,萨卡兹的无终奇语,060,153,战斗编队中每有一名先锋和近卫干员，所有先锋和近卫干员的防御力+10%,,精巧的格挡技术才是保护自己身体的真髓。,,,否,是,,rogue_4_relic_legacy_2,../../Assets/_Game/Resources/RogueRelics/Icons/rogue_4/rogue_4_relic_legacy_2.png
堡垒协议-方阵,是,藏品,现有战斗系统可映射：攻击力→输出伤害,NORMAL,普通,1600,1.00x,1x1,是,IS5,萨卡兹的无终奇语,061,154,战斗编队中每有一名重装和辅助干员，所有重装和辅助干员的攻击力+8%,战斗编队中每有一名重装和辅助干员，所有重装和辅助干员的攻击力+8%,如同巨舰碾过碎石。,,,否,是,,rogue_4_relic_legacy_3,../../Assets/_Game/Resources/RogueRelics/Icons/rogue_4/rogue_4_relic_legacy_3.png
堡垒协议-固守,是,收集品,携带/编队（当前系统无对应）,NORMAL,普通,2100,1.45x,2x2,否,IS5,萨卡兹的无终奇语,062,155,战斗编队中每有一名重装和辅助干员，所有重装和辅助干员的防御力+10%,,用最锋利的矛攻击最坚硬的盾，最后的结果肯定是矛断了，相信我。,,,否,是,,rogue_4_relic_legacy_4,../../Assets/_Game/Resources/RogueRelics/Icons/rogue_4/rogue_4_relic_legacy_4.png
远程协议-遥击,是,藏品,现有战斗系统可映射：攻击力→输出伤害,NORMAL,普通,1600,1.00x,1x1,是,IS5,萨卡兹的无终奇语,063,156,战斗编队中每有一名医疗和狙击干员，所有医疗和狙击干员的攻击力+8%,战斗编队中每有一名医疗和狙击干员，所有医疗和狙击干员的攻击力+8%,能保持距离解决的问题，为什么要凑脸上去？,,,否,是,,rogue_4_relic_legacy_5,../../Assets/_Game/Resources/RogueRelics/Icons/rogue_4/rogue_4_relic_legacy_5.png
远程协议-克敌,是,收集品,携带/编队（当前系统无对应）,NORMAL,普通,1300,1.45x,1x1,是,IS5,萨卡兹的无终奇语,064,157,战斗编队中每有一名医疗和狙击干员，所有医疗和狙击干员的攻击速度+6,,距离太远分不清敌我？那就先射一轮，没躲开的就是敌人。,,,否,是,,rogue_4_relic_legacy_6,../../Assets/_Game/Resources/RogueRelics/Icons/rogue_4/rogue_4_relic_legacy_6.png
破坏协议-消除,是,藏品,现有战斗系统可映射：攻击力→输出伤害,NORMAL,普通,1600,1.00x,1x1,是,IS5,萨卡兹的无终奇语,065,158,战斗编队中每有一名术师和特种干员，所有术师和特种干员的攻击力+8%,战斗编队中每有一名术师和特种干员，所有术师和特种干员的攻击力+8%,外部的毁灭与内部的瓦解。,,,否,是,,rogue_4_relic_legacy_7,../../Assets/_Game/Resources/RogueRelics/Icons/rogue_4/rogue_4_relic_legacy_7.png
破坏协议-压制,是,收集品,携带/编队（当前系统无对应）,NORMAL,普通,1300,1.45x,1x1,是,IS5,萨卡兹的无终奇语,066,159,战斗编队中每有一名术师和特种干员，所有术师和特种干员的攻击速度+6,,不要在乎打得准不准，只要打得多，就是打得准！,,,否,是,,rogue_4_relic_legacy_8,../../Assets/_Game/Resources/RogueRelics/Icons/rogue_4/rogue_4_relic_legacy_8.png
迷幻的藏宝图,是,收集品,希望（当前系统无对应）,SUPER_RARE,珍贵,8000,1.80x,1x1,是,IS1,刻俄柏的灰蕈迷境,160,160,立即获得源石锭+2，希望+1,,有人把他梦中看见的名字写在了这张藏宝图上，依坐标来看这座“城市”好像是一片芭蕉树林？,完成游戏结局,,否,是,,relic_160,
染血的传单,是,收集品,局内货币（改为卖钱物）,SUPER_RARE,珍贵,8600,1.80x,1x1,否,IS1,刻俄柏的灰蕈迷境,161,161,立即获得源石锭+22，并让探险走向不同的结局,,满是童话和儿歌中才会出现的物品和地点，糖果城堡的彼端，甜蜜的风车男孩，这意味着什么？,完成游戏结局,,否,是,,relic_161,
辉煌工匠包,是,藏品,现有战斗系统可映射：攻击力→输出伤害,SUPER_RARE,绝世,16300,1.00x,1x1,否,IS1,刻俄柏的灰蕈迷境,162,162,所有近卫和狙击干员的攻击力+16%，所有辅助和术师干员的攻击力-8%,所有近卫和狙击干员的攻击力+16%，所有辅助和术师干员的攻击力-8%,只有喝闷酒的时候，Mechanist才会想起自己有血有肉，而非某种物理性质的化身。,,,否,是,,relic_162,
Logos的骨笔,是,藏品,现有战斗系统可映射：攻击力→输出伤害,SUPER_RARE,绝世,16500,1.00x,1x1,否,IS1,刻俄柏的灰蕈迷境,163,163,所有辅助和术师干员的攻击力+16%，所有近卫和狙击干员的攻击力-8%,所有辅助和术师干员的攻击力+16%，所有近卫和狙击干员的攻击力-8%,这个神经质的萨卡兹咒术大师落笔的每一划都属于源石技艺的范畴。观看是禁忌。查阅是禁忌。理解是禁忌。,,,否,是,,relic_163,
无限续杯瓶,是,收集品,希望（当前系统无对应）,SUPER_RARE,珍贵,9100,1.80x,1x2,否,IS1,刻俄柏的灰蕈迷境,164,164,每进入一个非战斗节点，获得希望+1,,只要把水倒进去，这个杯子就会产生无限的气泡快乐水，这简直是天才般的发明！你从来没有见过这种东西。,,,否,是,,relic_164,
左半边椰子壳,是,藏品,现有战斗系统可映射：攻击力→输出伤害,SUPER_RARE,绝世,15700,1.00x,1x1,否,IS1,刻俄柏的灰蕈迷境,165,165,所有干员的部署费用+6，但攻击力、防御力和生命值+8%,所有干员的部署费用+6，但攻击力、防御力和生命值+8%,椰子壳上用工整的印刷体写着“战斗啊，朋友，如果不能直面生活的苦难，生命本身将失去意义。”,,,否,是,,relic_165,
右半边椰子壳,是,收集品,战斗效果当前未接入，避免新增系统,SUPER_RARE,绝世,23500,2.00x,1x1,是,IS1,刻俄柏的灰蕈迷境,166,166,所有干员的生命值-35%，但再部署时间-50%,,椰子壳上用工整的印刷体写着“逃避是一种处事的手段，熟练使用逃避的技巧是通往成功路线的一条捷径。”,,9,否,是,,relic_166,
倒转的怀表,是,收集品,敌人属性效果当前未接入（生命值除外）,SUPER_RARE,珍贵,8400,1.80x,1x1,是,IS1,刻俄柏的灰蕈迷境,167,167,所有敌方单位的攻击速度-15,,一个锈迹斑斑，材质不明而且倒着转的怀表，你没有找到上发条的地方，也不知道怎么拆开他，非常古怪。,,,否,是,,relic_167,
“手铳”,是,藏品,现有战斗系统可映射：攻击力→输出伤害,SUPER_RARE,绝世,15100,1.00x,1x1,是,IS1,刻俄柏的灰蕈迷境,168,168,所有我方单位的部署费用-3，攻击力、防御力、生命值+5%，并让探险走向不同的结局,所有我方单位的部署费用-3，攻击力、防御力、生命值+5%，并让探险走向不同的结局,已经白骨化的断手紧握着这把大口径火铳，它属于谁？断手的主人还好么？这背后到底发生了什么？,？？？,,否,是,,relic_168,
沉重的铁皮箱,是,收集品,部署系统（当前系统无对应）,SUPER_RARE,珍贵,8000,1.80x,1x1,是,IS1,刻俄柏的灰蕈迷境,169,169,所有我方单位的部署费用+2,,这个厚实，沉重的铁皮箱严重影响了你的行程，但是不知为何你不想丢弃它，或许你太想知道里面装了什么。,？？？,,否,是,,relic_169,
漆黑的钥匙,是,藏品,现有战斗系统可映射：攻击力→输出伤害,SUPER_RARE,绝世,14300,1.00x,1x1,否,IS1,刻俄柏的灰蕈迷境,170,170,所有我方单位的攻击力、防御力、生命值+3%,所有我方单位的攻击力、防御力、生命值+3%,你非常惊讶，这把造型精妙的钥匙是用源石制成的，什么样的加工技术才能如此精妙地打造一把钥匙？,？？？,,否,是,,relic_170,
鸟卜探索仪,是,收集品,部署系统（当前系统无对应）,RARE,稀有,5400,1.60x,2x2,否,IS1,刻俄柏的灰蕈迷境,171,171,可同时部署人数+2,,哥伦比亚某个神秘学会制造的特殊仪器，这个用源石结晶制成的球形设备可以探测周围数十米内的地貌，非常神奇。,,,否,是,,relic_171,
超高级沙发,是,收集品,携带/编队（当前系统无对应）,RARE,稀有,3800,1.60x,1x1,是,IS1,刻俄柏的灰蕈迷境,172,172,可携带干员+1，可同时部署人数+1,,“全泰拉最舒服的沙发”、“躺在上面会让你忘却人生的烦恼”、“休闲旅行必备”......这广告词浮夸得可疑。,在多局游戏中累计招募总共90名干员（初始不计算）,,否,是,,relic_172,
立体投影仪,是,收集品,目标生命资源（当前系统无对应）,NORMAL,普通,1700,1.45x,1x1,是,IS1,刻俄柏的灰蕈迷境,173,173,立即获得目标生命+6,,这台投影仪会生成一个虚假的人形幻影，不仔细看根本无法辨别，可以很好地误导敌人，但是别拿来恶作剧......,,,否,是,,relic_173,
一台旧冰箱,是,收集品,目标生命资源（当前系统无对应）,NORMAL,普通,1700,1.45x,1x1,是,IS1,刻俄柏的灰蕈迷境,174,174,立即获得目标生命+6,,一台没有动力，不能制冷的旧冰箱，但是躲在里面可以躲避很多危险，甚至可以防御最危险的源石炸弹，电影里都是这么演的。,,,否,是,,relic_174,
个人避难所,是,收集品,目标生命资源（当前系统无对应）,RARE,珍贵,7500,1.80x,1x1,是,IS1,刻俄柏的灰蕈迷境,175,175,立即获得目标生命+8,,哥伦比亚的科技公司“约翰老妈”提供给拓荒者的个人防护掩体，然而拓荒者要是有钱买这个就不会去当拓荒者了......,,,否,是,,relic_175,
虚空发生器,是,收集品,目标生命资源（当前系统无对应）,SUPER_RARE,珍贵,11700,1.80x,2x2,否,IS1,刻俄柏的灰蕈迷境,176,176,立即获得目标生命+10,,罗德岛库房里来历不明的神秘设备之一，不需要源石供能，启动之后会在使用者周围生成一片不可见的防御立场。,,,否,是,,relic_176,
热水壶,是,收集品,目标生命资源（当前系统无对应）,NORMAL,普通,1200,1.45x,1x1,是,IS7,沉沦者的黑流树海,014,177,目标生命上限+2，希望+2,,罗德岛办公室里的同款热水壶，有人经常大半夜用热水壶煮速食面吃，这种生活习惯不是很健康......,,,否,是,,rogue_6_relic_legacy_1,../../Assets/_Game/Resources/RogueRelics/Icons/rogue_6/rogue_6_relic_legacy_1.png
“坏家伙”来了！,是,藏品,现有战斗系统可映射：攻击力→输出伤害,SUPER_RARE,绝世,23900,1.00x,1x1,是,IS1,刻俄柏的灰蕈迷境,178,178,所有我方单位的攻击力和防御力+35%，生命值+45%,所有我方单位的攻击力和防御力+35%，生命值+45%,这台集合了罗德岛所有精锐技术为一身的运输飞行器为你提供一切保障，保证你的旅途犹如野外春游般顺畅。,,,否,是,,relic_178,
鬼血,是,收集品,敌人属性效果当前未接入（生命值除外）,SUPER_RARE,绝世,15100,2.00x,1x2,否,IS1,刻俄柏的灰蕈迷境,179,179,所有敌方单位的攻击力、防御力、生命值+20%,,某支血脉的血液，加上一点独特的源石技艺产物，仅仅是打开瓶盖就足以成为引发流血事件的元凶。,完成游戏结局,,否,是,,relic_179,
冰封的异爪,是,收集品,敌人属性效果当前未接入（生命值除外）,SUPER_RARE,绝世,21700,2.00x,1x1,是,IS1,刻俄柏的灰蕈迷境,180,180,所有敌方单位的攻击力、防御力、生命值+12%，且所有BOSS单位还会攻击力、防御力+16%，生命值+36%,,即使麦哲伦这样的探险家一代又一代向着这片纯白的大地发起挑战，这处亘古不变的冰原依旧有无数未解之谜......以及可怖之物。,完成游戏结局,16,否,是,,relic_180,
巫王旋角,是,收集品,敌人属性效果当前未接入（生命值除外）,SUPER_RARE,珍贵,8700,1.80x,1x1,是,IS1,刻俄柏的灰蕈迷境,181,181,所有敌方单位的攻击力、防御力、生命值+12%，且每进入一个新节点后，失去1目标生命（最多降至1）,,呵，伟大的巫王！你的阴影笼罩着大地！你的腐败浸没了高塔！你死了，你的法术随之散逸，莱塔尼亚不会再畏惧你！,完成游戏结局,,否,是,,relic_181,
浅海轻唱,是,收集品,敌人属性效果当前未接入（生命值除外）,SUPER_RARE,珍贵,8600,1.80x,1x1,是,IS1,刻俄柏的灰蕈迷境,182,182,所有敌方单位的攻击力、防御力、生命值+8%，且招募4星以上干员时希望消耗+1,,伊比利亚的临海断崖上常见的鲜花，但唯独这一朵沾染了违背常理的颜色。只听它呢喃呓语，拒绝希望，就连花草也坠入疯狂。,完成游戏结局,,否,是,,relic_182,
后勤分队,是,收集品,希望（当前系统无对应）,BORN,稀有,3200,1.60x,1x1,是,IS1,刻俄柏的灰蕈迷境,999,999,初始源石锭+20，初始希望+2,,,在多局游戏中累计获得150源石锭,,否,是,,relic_b3,
堡垒战术分队,是,收集品,招募/进阶（当前系统无对应）,BORN,普通,1200,1.45x,1x1,是,IS1,刻俄柏的灰蕈迷境,999,999,招募4星以上的【重装】【辅助】干员时直接就是已进阶的状态,,,拥有合计至少5名重装或辅助干员完成游戏结局,,否,是,,relic_b6,
指挥分队,是,收集品,目标生命资源（当前系统无对应）,BORN,普通,1200,1.45x,1x1,是,IS1,刻俄柏的灰蕈迷境,999,999,每场战斗获得4点临时目标生命值,,,,,否,是,,relic_b1,
矛头分队,是,藏品,现有战斗系统可映射：攻击力→输出伤害,BORN,稀有,4100,1.00x,1x1,是,IS1,刻俄柏的灰蕈迷境,999,999,初始目标生命值变为1，所有干员的攻击力+15%，生命值+15%,初始目标生命值变为1，所有干员的攻击力+15%，生命值+15%,,剩余10点以上目标生命时完成游戏结局,,否,是,,relic_b4,
破坏战术分队,是,收集品,招募/进阶（当前系统无对应）,BORN,普通,1300,1.45x,1x1,是,IS1,刻俄柏的灰蕈迷境,999,999,招募4星以上的【术师】【特种】干员时直接就是已进阶的状态,,,拥有合计至少5名特种或术师干员完成游戏结局,,否,是,,relic_b8,
突击战术分队,是,收集品,招募/进阶（当前系统无对应）,BORN,普通,1300,1.45x,1x1,是,IS1,刻俄柏的灰蕈迷境,999,999,招募4星以上的【先锋】【近卫】干员时直接就是已进阶的状态,,,拥有合计至少5名先锋或近卫干员完成游戏结局,,否,是,,relic_b5,
远程战术分队,是,收集品,招募/进阶（当前系统无对应）,BORN,普通,1300,1.45x,1x1,是,IS1,刻俄柏的灰蕈迷境,999,999,招募4星以上的【医疗】【狙击】干员时直接就是已进阶的状态,,,拥有合计至少5名医疗或狙击干员完成游戏结局,,否,是,,relic_b7,
集群分队,是,收集品,携带/编队（当前系统无对应）,BORN,普通,1200,1.45x,1x1,是,IS1,刻俄柏的灰蕈迷境,999,999,可携带干员+2，可同时部署人数+2,,,通过第三层【千条道路】,,否,是,,relic_b2,
